RID,Case ID,Sentence Year,Offender ID,Sex,Age Range,Ethnicity,No. of Charges,Offense Severity Group,Type of Homicide,Type of Sentence,Presence of Witnesses,Time of Crime Commited,Sentence Imposed,Sentence Suspended,Sentence to Serve,Sentence on Probation,Amount (VVCA),Amount (FINE),Amount (REST),Amount (FSUS),Type of Offense
24053,993106,2012.0,5096849,M,41-50,Black,1.0,D3,,Probation,Unknown,Morning,24.0,18.0,0.0,30.0,300.0,0.0,0.0,0.0,Drug
3800,8003941,2020.0,7936298,M,22-30,Black,5.0,M8,,Probation,Yes,Morning,8.0,6.0,0.0,12.0,300.0,0.0,0.0,0.0,Weapon
13639,5034768,2015.0,3169050,M,22-30,Black,2.0,M6,,Incarceration,Yes,Evening,48.0,0.0,36.0,0.0,300.0,0.0,,0.0,Weapon
20190,4016866,2013.0,674571,M,22-30,Black,3.0,M9,,Incarceration,No,Afternoon,16.0,,12.0,0.0,300.0,0.0,0.0,0.0,Property
45,8907601,2022.0,5714303,M,22-30,,1.0,M2,Murder II,Incarceration,No,Night,224.0,0.0,168.0,0.0,300.0,0.0,0.0,0.0,Homicide
18692,5620971,2013.0,3769135,M,41-50,Black,1.0,D2,,Incarceration,No,Evening,,0.0,28.0,0.0,300.0,0.0,0.0,0.0,Drug
5998,6193318,2019.0,4484478,M,22-30,Black,3.0,M8,,Probation,Unknown,Morning,16.0,12.0,0.0,12.0,300.0,0.0,0.0,0.0,Weapon
9993,1749714,2017.0,5774073,M,41-50,White,3.0,D2,,Probation,Unknown,Afternoon,16.0,12.0,0.0,12.0,300.0,,0.0,0.0,Drug
5607,6692174,2019.0,4359257,M,51-60,,1.0,M9,,Incarceration,Unknown,Morning,8.0,0.0,6.0,0.0,300.0,0.0,0.0,0.0,Other
11943,3534548,2016.0,2801546,M,41-50,Black,6.0,,,Incarceration,Unknown,Afternoon,80.0,0.0,60.0,0.0,300.0,0.0,0.0,0.0,Violent
1353,4041669,2021.0,2886488,M,31-40,Black,1.0,,,Probation,Yes,Evening,32.0,24.0,0.0,12.0,300.0,0.0,0.0,0.0,Weapon
22202,6540278,2012.0,5535269,M,31-40,Black,1.0,,,Incarceration,No,Night,21.333333333333332,0.0,16.0,0.0,300.0,0.0,0.0,0.0,Drug
2571,7210666,2020.0,3048637,M,15-17,Black,2.0,M2,Murder II,Incarceration,Yes,Afternoon,160.0,0.0,120.0,0.0,300.0,0.0,0.0,0.0,Homicide
12001,4922619,2016.0,7210056,M,51-60,Black,1.0,M6,,Incarceration,No,Evening,56.0,0.0,42.0,0.0,300.0,0.0,0.0,0.0,Violent
3526,1760899,2020.0,7786610,M,22-30,Black,10.0,M6,,Short Split,Unknown,Morning,24.0,12.0,6.0,36.0,300.0,0.0,0.0,0.0,Violent
799,8401558,2021.0,4954901,M,41-50,Black,2.0,D3,,Probation,Yes,Night,29.333333333333332,22.0,0.0,12.0,300.0,0.0,0.0,0.0,Drug
15279,2598483,2014.0,6086093,M,18-21,Black,5.0,M5,,Incarceration,Yes,Night,144.0,0.0,108.0,0.0,300.0,0.0,0.0,0.0,Weapon
21918,6922556,2012.0,3284809,M,18-21,Black,1.0,M9,,Incarceration,No,Night,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Other
24101,2767869,2012.0,9886571,M,22-30,Black,1.0,,,Long Split,Unknown,Afternoon,,15.0,9.0,12.0,300.0,0.0,0.0,0.0,Property
18634,5229437,2013.0,1355130,M,22-30,Black,2.0,M5,,,Yes,Afternoon,80.0,0.0,60.0,0.0,300.0,0.0,0.0,0.0,Weapon
13538,6089741,2015.0,5774077,M,22-30,Black,1.0,D2,,Probation,No,Afternoon,18.666666666666668,14.0,0.0,12.0,300.0,0.0,0.0,0.0,Drug
13512,4790360,2015.0,7638289,M,22-30,Black,1.0,M8,,Probation,No,Morning,32.0,24.0,0.0,24.0,300.0,0.0,0.0,0.0,Other
4806,2244399,,5536926,F,22-30,Black,1.0,M6,,Short Split,No,Afternoon,32.0,21.0,3.0,24.0,300.0,0.0,0.0,0.0,Violent
16386,6299634,2014.0,2363840,M,,Black,4.0,M7,,Incarceration,Yes,Afternoon,,0.0,36.0,0.0,300.0,0.0,0.0,0.0,Weapon
12565,6305656,2016.0,6183254,M,31-40,Black,2.0,,,Incarceration,Unknown,Afternoon,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Weapon
12181,2826164,,8153062,M,22-30,Black,1.0,M8,,Long Split,Unknown,Night,32.0,10.0,,18.0,300.0,0.0,0.0,0.0,Violent
23171,1404695,2012.0,8699947,M,18-21,Black,1.0,M8,,Probation,Yes,Afternoon,32.0,24.0,0.0,24.0,600.0,0.0,0.0,0.0,Violent
10910,2505927,2016.0,4957671,M,22-30,Black,3.0,M8,,Incarceration,Unknown,Afternoon,21.333333333333332,0.0,16.0,0.0,,0.0,250.0,0.0,Property
17474,430089,2014.0,3962713,M,18-21,Black,1.0,M5,,Incarceration,Unknown,Evening,48.0,0.0,36.0,0.0,300.0,0.0,0.0,0.0,Violent
19783,7936863,2013.0,8560050,M,22-30,Black,3.0,M5,,Incarceration,Unknown,Evening,64.0,0.0,48.0,,300.0,0.0,0.0,0.0,Violent
14558,485429,2015.0,4245176,M,31-40,Black,2.0,D2,,Incarceration,No,Afternoon,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Drug
20663,2249963,2013.0,5352767,M,22-30,Black,1.0,M8,,Probation,Yes,Morning,12.0,9.0,0.0,36.0,300.0,0.0,0.0,0.0,Weapon
8877,9560528,2017.0,3312087,M,18-21,Black,1.0,M6,,Incarceration,Yes,Night,24.0,0.0,18.0,0.0,300.0,0.0,0.0,0.0,Weapon
18246,1459463,2014.0,2834282,M,22-30,Asian,1.0,,,Long Split,Unknown,Night,32.0,12.0,12.0,16.0,300.0,0.0,0.0,0.0,Property
7383,5750445,2018.0,1211877,M,18-21,Black,1.0,M6,,Incarceration,Yes,Afternoon,20.0,0.0,15.0,0.0,300.0,0.0,0.0,0.0,Violent
21197,3862712,2013.0,1449208,M,61-70,Black,1.0,D3,,Probation,Unknown,Evening,8.0,6.0,0.0,12.0,300.0,0.0,0.0,0.0,Drug
11792,162452,2016.0,5616133,M,31-40,Other or Unknown,1.0,M8,,Short Split,Unknown,Afternoon,26.666666666666668,20.0,1.0,24.0,300.0,0.0,0.0,0.0,Violent
4841,3088603,2019.0,5187306,M,31-40,Black,4.0,M2,Murder II,Incarceration,,Evening,240.0,0.0,180.0,0.0,300.0,0.0,0.0,0.0,Homicide
16334,6304794,2014.0,8925771,M,22-30,Black,1.0,D2,,Incarceration,,Evening,26.666666666666668,0.0,20.0,0.0,300.0,0.0,0.0,0.0,Drug
3177,6303715,2020.0,9990281,M,22-30,Black,1.0,M8,,Incarceration,No,Evening,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Violent
9014,4246492,2017.0,1280299,M,22-30,Black,1.0,M6,,Incarceration,Yes,Afternoon,48.0,0.0,36.0,0.0,300.0,0.0,0.0,0.0,Violent
1329,6341446,2021.0,4547497,M,18-21,Black,5.0,M9,,Short Split,Unknown,Evening,16.0,6.0,6.0,24.0,300.0,0.0,0.0,0.0,Other
8839,2170185,2017.0,955407,M,18-21,Black,7.0,,,Incarceration,Unknown,Morning,112.0,0.0,84.0,0.0,300.0,0.0,0.0,0.0,Violent
2475,4008191,2020.0,3255615,M,22-30,Black,2.0,M5,,Incarceration,Unknown,Night,53.333333333333336,0.0,40.0,0.0,300.0,0.0,0.0,0.0,Other
22624,7291105,2012.0,8464629,M,51-60,Black,1.0,D2,,Incarceration,Unknown,Morning,26.666666666666668,0.0,20.0,,300.0,0.0,0.0,0.0,Drug
3656,9270985,2020.0,3382850,M,22-30,Black,1.0,D2,,,No,Afternoon,21.333333333333332,16.0,1.0,12.0,300.0,0.0,0.0,0.0,Drug
16754,7885820,2014.0,4257956,M,22-30,Black,3.0,M7,,,No,Evening,56.0,0.0,42.0,0.0,300.0,0.0,0.0,0.0,Weapon
5297,6819343,2019.0,4473233,M,22-30,Black,1.0,M6,,Incarceration,No,Evening,64.0,0.0,48.0,0.0,300.0,0.0,0.0,0.0,Violent
2390,7635397,2021.0,9899162,M,31-40,White,2.0,,,Probation,No,Night,25.333333333333332,19.0,0.0,12.0,300.0,0.0,0.0,0.0,Violent
17050,3537447,2014.0,2519681,M,18-21,Black,1.0,,,Long Split,No,Afternoon,32.0,6.0,18.0,12.0,300.0,0.0,0.0,0.0,Violent
14162,9018398,2015.0,9014424,M,15-17,Black,1.0,,,Probation,No,Evening,0.0,0.0,1.0,24.0,450.0,0.0,0.0,0.0,Violent
23771,5848249,2012.0,3554713,M,,Black,1.0,M6,,Short Split,Unknown,Afternoon,32.0,24.0,1.0,36.0,300.0,0.0,0.0,0.0,Sex
8639,1841398,2018.0,4424380,M,31-40,Black,1.0,M7,,Long Split,No,Morning,32.0,12.0,12.0,18.0,300.0,0.0,0.0,0.0,Weapon
16002,1757763,2014.0,7210120,M,22-30,Other or Unknown,2.0,,,Incarceration,No,Morning,16.0,0.0,,0.0,300.0,0.0,0.0,0.0,Weapon
23091,4016371,,2880130,M,22-30,Black,1.0,M5,,Incarceration,Yes,Night,96.0,0.0,72.0,0.0,300.0,0.0,0.0,0.0,Property
9763,3313909,2017.0,621187,M,22-30,Black,1.0,M6,,Incarceration,Unknown,Morning,48.0,0.0,36.0,0.0,300.0,0.0,0.0,0.0,Violent
24078,7362219,2012.0,7024122,M,18-21,Black,1.0,,,Short Split,,Evening,2.6666666666666665,2.0,1.0,12.0,300.0,0.0,0.0,0.0,Property
6660,5159908,2019.0,4191278,M,61-70,Black,1.0,D2,,Short Split,No,Morning,24.0,18.0,1.0,18.0,300.0,0.0,0.0,0.0,Drug
19925,903678,2013.0,9353735,M,18-21,Black,2.0,D3,,Probation,Yes,Evening,9.333333333333334,7.0,0.0,15.0,300.0,0.0,0.0,,Drug
8878,9560528,2017.0,3312087,M,18-21,Black,2.0,M8,,Incarceration,No,Night,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Weapon
16944,7422140,2014.0,2632528,F,31-40,Black,1.0,M9,,Incarceration,Unknown,Morning,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Other
21668,8304050,2013.0,2667261,M,22-30,Black,1.0,,,Incarceration,No,Night,,0.0,18.0,0.0,300.0,0.0,0.0,0.0,Violent
23538,6367680,2012.0,106900,M,18-21,Black,2.0,D2,,Short Split,No,Morning,32.0,18.0,6.0,12.0,300.0,0.0,0.0,0.0,Drug
507,1743254,2022.0,2912382,M,22-30,Black,1.0,,,Probation,Yes,Afternoon,24.0,18.0,0.0,24.0,300.0,0.0,0.0,0.0,Violent
9773,3264085,2017.0,590426,M,18-21,Black,6.0,M5,,Incarceration,Unknown,Morning,112.0,0.0,84.0,0.0,300.0,0.0,0.0,0.0,Other
14229,3654572,2015.0,4105051,M,31-40,Black,1.0,D3,,Probation,No,Afternoon,24.0,18.0,0.0,24.0,600.0,0.0,0.0,0.0,Drug
22902,6971482,2012.0,6082964,,41-50,Black,1.0,,,Short Split,No,Night,24.0,12.0,6.0,36.0,,0.0,0.0,0.0,Violent
8299,4117975,2018.0,3127033,M,,Black,1.0,M5,,Incarceration,No,Evening,112.0,,84.0,0.0,300.0,0.0,,0.0,Violent
23661,1157041,2012.0,2948429,M,22-30,Black,1.0,M9,,Incarceration,Unknown,Night,,0.0,3.0,0.0,300.0,0.0,0.0,0.0,Other
2795,9297098,2020.0,766492,M,22-30,Black,1.0,D4,,Short Split,No,Afternoon,6.666666666666667,5.0,1.0,12.0,300.0,0.0,0.0,0.0,Drug
18768,2239792,2013.0,334020,M,,Black,1.0,M8,,Incarceration,No,Morning,8.0,0.0,6.0,0.0,300.0,0.0,0.0,0.0,Property
9251,3567839,2017.0,1251206,M,18-21,Black,2.0,M8,,Short Split,No,Evening,32.0,18.0,6.0,12.0,300.0,0.0,0.0,0.0,Property
9425,419358,2017.0,8432661,M,31-40,Black,2.0,M7,,Long Split,Unknown,Afternoon,40.0,12.0,18.0,24.0,300.0,0.0,0.0,0.0,Weapon
6749,9004555,2019.0,983121,M,31-40,Black,1.0,M7,,Incarceration,No,Evening,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Weapon
22231,3738742,2012.0,8616044,M,22-30,Other or Unknown,1.0,D2,,Incarceration,Yes,Afternoon,64.0,0.0,48.0,0.0,300.0,0.0,0.0,0.0,Drug
23915,2335017,2012.0,2392030,M,22-30,Black,1.0,,,Short Split,No,Morning,32.0,,3.0,24.0,300.0,0.0,0.0,0.0,Property
21789,2332901,2012.0,4673198,M,22-30,Black,3.0,M5,,Incarceration,Unknown,Night,176.0,0.0,132.0,0.0,6000.0,0.0,0.0,0.0,Weapon
21182,9941449,2013.0,7825422,M,22-30,Black,1.0,D3,,Incarceration,No,Morning,8.0,0.0,6.0,0.0,300.0,0.0,0.0,0.0,Drug
7316,2810044,2018.0,7135052,M,22-30,Black,2.0,M9,,Incarceration,No,Night,13.333333333333334,0.0,10.0,0.0,300.0,0.0,0.0,0.0,Other
16316,8199123,2014.0,6535503,M,41-50,Black,1.0,D2,,Incarceration,Unknown,Evening,29.333333333333332,0.0,22.0,0.0,300.0,0.0,0.0,0.0,Drug
16805,9530099,2014.0,9035949,M,31-40,Black,1.0,D2,,Incarceration,Unknown,Night,24.0,0.0,18.0,0.0,300.0,0.0,0.0,0.0,Drug
5376,5366908,2019.0,311559,M,51-60,Black,1.0,D3,,Incarceration,Yes,Evening,,0.0,18.0,0.0,300.0,0.0,0.0,,Drug
23064,4154228,2012.0,2564129,M,18-21,Black,1.0,,,Incarceration,Unknown,Afternoon,42.666666666666664,0.0,32.0,0.0,300.0,0.0,0.0,0.0,Weapon
7010,5649908,2018.0,3755062,M,18-21,Black,1.0,M6,,Incarceration,Yes,Night,32.0,,24.0,0.0,300.0,0.0,0.0,0.0,Violent
20081,7290871,2013.0,7010074,F,41-50,Black,1.0,,,,,Morning,24.0,0.0,,0.0,300.0,0.0,0.0,0.0,Violent
4944,5348885,2019.0,8392392,M,31-40,Black,1.0,M8,,Short Split,Yes,Evening,32.0,18.0,6.0,,300.0,0.0,0.0,0.0,Property
645,2312903,2022.0,8889968,M,18-21,Black,1.0,M6,,Short Split,Unknown,Evening,48.0,30.0,6.0,24.0,300.0,0.0,0.0,0.0,Violent
12057,3329359,2016.0,612432,M,41-50,Black,2.0,M7,,Incarceration,No,Evening,48.0,0.0,36.0,0.0,300.0,0.0,0.0,0.0,Weapon
6410,7030560,2019.0,7289755,M,22-30,Black,1.0,M7,,Incarceration,No,Morning,40.0,0.0,30.0,0.0,300.0,0.0,0.0,0.0,Property
3516,4767889,2020.0,687106,M,22-30,Black,1.0,M6,,Incarceration,No,Night,53.333333333333336,0.0,40.0,0.0,300.0,0.0,0.0,0.0,Weapon
2546,5375084,2020.0,5813585,M,22-30,Black,7.0,M5,,Incarceration,No,Morning,108.0,0.0,81.0,0.0,300.0,0.0,0.0,0.0,Weapon
8170,4013933,2018.0,7959525,M,22-30,Black,1.0,M8,,Probation,Yes,Morning,16.0,12.0,,12.0,300.0,0.0,0.0,0.0,Violent
4412,8507817,2020.0,4195073,M,22-30,Black,1.0,M6,,Incarceration,No,Night,18.666666666666668,0.0,14.0,0.0,300.0,0.0,0.0,0.0,Violent
21359,6105825,2013.0,9951549,M,18-21,Black,2.0,M6,,Incarceration,No,Evening,24.0,0.0,18.0,0.0,300.0,0.0,0.0,0.0,Violent
5110,6028712,2019.0,8402373,F,31-40,Black,1.0,M8,,Probation,Unknown,Morning,18.666666666666668,14.0,0.0,12.0,300.0,0.0,0.0,0.0,Property
2787,2509351,2020.0,3308140,F,31-40,Black,1.0,D4,,Probation,No,Evening,,5.0,,12.0,300.0,0.0,0.0,0.0,Drug
8231,9104426,2018.0,5065954,M,22-30,Black,1.0,M8,,Probation,No,Afternoon,8.0,6.0,0.0,12.0,300.0,0.0,0.0,0.0,Weapon
3205,1957977,2020.0,9573890,M,22-30,Black,1.0,M7,,Incarceration,Unknown,Night,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Weapon
12212,3253162,2016.0,3904697,M,18-21,Black,10.0,M9,,Incarceration,Yes,Morning,17.333333333333332,0.0,13.0,0.0,300.0,0.0,0.0,0.0,Other
14432,5041377,2015.0,7809519,M,18-21,Black,6.0,M5,,Incarceration,Yes,Afternoon,96.0,0.0,72.0,0.0,300.0,0.0,0.0,0.0,Violent
7951,4763842,2018.0,652282,M,31-40,Black,1.0,M6,,Short Split,No,Night,32.0,18.0,6.0,18.0,300.0,0.0,,0.0,Violent
14971,1007562,2015.0,8961543,M,41-50,Black,1.0,M2,Murder II,Incarceration,Unknown,Morning,320.0,0.0,240.0,0.0,300.0,0.0,0.0,0.0,Homicide
385,2817174,,2130782,M,18-21,Black,1.0,M9,,Probation,Yes,Evening,13.333333333333334,10.0,,12.0,300.0,0.0,0.0,0.0,Weapon
5672,6143872,2019.0,5046714,M,22-30,Black,1.0,M6,,Incarceration,Yes,Night,40.0,0.0,30.0,0.0,300.0,0.0,0.0,0.0,Violent
8505,4014130,2018.0,5465796,M,22-30,,1.0,M8,,,No,Night,18.666666666666668,0.0,14.0,0.0,300.0,0.0,0.0,0.0,Violent
9436,8612627,2017.0,8965387,M,22-30,Black,3.0,M7,,Short Split,Unknown,Morning,,6.0,1.0,24.0,300.0,0.0,0.0,0.0,Property
10011,7255856,2017.0,795926,F,22-30,Other or Unknown,1.0,,,Probation,No,Evening,16.0,12.0,0.0,12.0,300.0,0.0,0.0,0.0,Weapon
8636,9193258,2018.0,6070601,M,41-50,Black,1.0,M8,,Probation,No,Morning,16.0,12.0,0.0,36.0,300.0,0.0,0.0,0.0,Property
17252,3868978,2014.0,6805056,M,41-50,Black,1.0,D3,,Incarceration,Yes,Morning,18.666666666666668,,14.0,0.0,300.0,0.0,0.0,0.0,Drug
857,5041872,2021.0,9570600,M,15-17,Black,1.0,M2,Murder II,Incarceration,No,Night,256.0,0.0,192.0,0.0,300.0,0.0,0.0,0.0,Homicide
23285,4848600,2012.0,378957,M,22-30,Black,1.0,D3,,,Yes,Night,18.666666666666668,0.0,14.0,0.0,300.0,0.0,0.0,0.0,Drug
7727,8326480,2018.0,7572875,M,18-21,Black,1.0,M5,,Incarceration,Yes,Afternoon,64.0,0.0,48.0,0.0,300.0,0.0,0.0,0.0,Violent
6413,1687462,2019.0,4069906,M,51-60,Black,1.0,D2,,Probation,No,Night,16.0,12.0,0.0,12.0,300.0,0.0,0.0,0.0,Drug
20486,4428131,2013.0,6550465,F,31-40,Black,1.0,D2,,Long Split,Unknown,Night,26.666666666666668,8.0,12.0,36.0,300.0,0.0,0.0,0.0,Drug
2722,5277909,2020.0,6944362,M,18-21,Black,2.0,M9,,Incarceration,Unknown,Morning,8.0,0.0,6.0,0.0,300.0,0.0,0.0,0.0,Other
2185,6172132,2021.0,4543904,M,51-60,White,1.0,,,Incarceration,Yes,Afternoon,29.333333333333332,0.0,22.0,0.0,300.0,0.0,0.0,0.0,Violent
19807,6959067,2013.0,7101134,M,,Black,1.0,M6,,Incarceration,Unknown,Morning,96.0,,72.0,0.0,300.0,0.0,0.0,0.0,Violent
15228,3090305,2014.0,1432230,F,41-50,Other or Unknown,1.0,D3,,Short Split,Yes,Morning,29.333333333333332,16.0,6.0,18.0,300.0,0.0,0.0,0.0,Drug
9080,2265422,2017.0,7522326,M,,Black,1.0,M2,Murder II,Incarceration,Yes,Night,,0.0,294.0,0.0,1800.0,0.0,0.0,0.0,Homicide
13563,3467883,2015.0,7143173,M,31-40,Black,3.0,M8,,Short Split,No,Night,32.0,,1.0,12.0,300.0,0.0,,0.0,Property
17451,6572772,2014.0,5706199,M,31-40,Black,1.0,M8,,Probation,,Night,16.0,12.0,0.0,18.0,300.0,0.0,0.0,0.0,Violent
3310,958746,2020.0,8840242,M,31-40,Black,,M6,,Incarceration,No,Morning,88.0,,66.0,0.0,300.0,0.0,,0.0,Violent
23773,8092350,2012.0,7899517,M,31-40,Black,1.0,D3,,Probation,Yes,Evening,40.0,30.0,0.0,60.0,3000.0,0.0,0.0,0.0,Drug
21590,712527,2013.0,2773262,F,22-30,Black,1.0,,,Incarceration,No,Evening,26.666666666666668,0.0,20.0,0.0,300.0,0.0,0.0,0.0,Violent
24000,4476086,2012.0,8070918,F,41-50,Black,1.0,D2,,Short Split,,Afternoon,32.0,23.0,1.0,24.0,300.0,0.0,0.0,0.0,Drug
2316,6774359,2021.0,8134774,M,22-30,Black,1.0,,,Short Split,Unknown,Night,25.333333333333332,13.0,6.0,18.0,300.0,0.0,0.0,0.0,Violent
10155,3648906,2017.0,1454050,M,18-21,Black,2.0,M8,,Incarceration,Yes,Morning,13.333333333333334,0.0,10.0,0.0,300.0,0.0,0.0,0.0,Weapon
19017,6367623,2013.0,7489523,F,31-40,Black,2.0,M8,,Short Split,Unknown,Afternoon,24.0,17.0,1.0,12.0,300.0,0.0,0.0,0.0,Violent
8838,2170185,2017.0,955407,M,18-21,Black,6.0,M5,,Incarceration,Unknown,Afternoon,112.0,0.0,84.0,0.0,300.0,0.0,0.0,0.0,Violent
24350,1734925,2012.0,3147680,M,31-40,Black,1.0,D3,,Incarceration,Unknown,Morning,24.0,0.0,18.0,0.0,300.0,0.0,0.0,0.0,Drug
11617,186778,2016.0,2984970,M,18-21,Black,1.0,D3,,Incarceration,No,Afternoon,12.0,0.0,9.0,0.0,300.0,0.0,0.0,0.0,Drug
19320,8564703,2013.0,8857955,M,41-50,Black,1.0,D2,,Incarceration,Unknown,Evening,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Drug
2954,7519265,2020.0,1869579,M,18-21,Black,1.0,,,Short Split,Yes,Evening,16.0,9.0,3.0,12.0,300.0,0.0,125.0,0.0,Violent
22973,9249675,2012.0,3149566,M,22-30,Black,3.0,,,Probation,No,Afternoon,32.0,24.0,0.0,,450.0,0.0,0.0,0.0,Drug
1951,1499155,2021.0,5293032,M,51-60,White,1.0,D4,,Probation,No,Evening,8.0,6.0,0.0,12.0,300.0,0.0,0.0,0.0,Drug
5093,4290211,2019.0,7919741,M,18-21,Black,1.0,D2,,Short Split,No,Evening,40.0,30.0,1.0,12.0,300.0,0.0,0.0,0.0,Drug
10265,7980269,2017.0,8960700,M,41-50,Black,1.0,M6,,Probation,Yes,Evening,48.0,36.0,0.0,24.0,300.0,0.0,0.0,0.0,Violent
22437,8706266,2012.0,9798710,M,41-50,Black,1.0,D2,,Incarceration,Unknown,Afternoon,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Drug
13056,9910807,2015.0,1884766,M,41-50,Other or Unknown,1.0,D2,,Probation,Unknown,Evening,21.333333333333332,16.0,0.0,18.0,300.0,0.0,0.0,0.0,Drug
7216,9584216,2018.0,9390749,,22-30,Other or Unknown,3.0,M7,,Long Split,Unknown,Evening,24.0,6.0,12.0,12.0,300.0,0.0,0.0,0.0,Weapon
21697,5831810,2012.0,6404019,M,22-30,Black,1.0,M8,,Incarceration,Yes,Night,36.0,0.0,27.0,0.0,300.0,0.0,0.0,0.0,Weapon
1490,3909743,2021.0,347040,M,31-40,Black,1.0,,,Incarceration,Unknown,Evening,64.0,0.0,48.0,0.0,300.0,0.0,0.0,0.0,Violent
10219,842809,2017.0,9517116,M,18-21,Black,1.0,M9,,Incarceration,Unknown,Night,1.3333333333333333,0.0,1.0,0.0,300.0,0.0,0.0,0.0,Other
12314,6734088,2016.0,5961667,M,18-21,Black,13.0,M5,,Incarceration,Unknown,Morning,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Violent
14648,1340628,2015.0,4287512,M,41-50,Black,1.0,M6,,Incarceration,No,Afternoon,40.0,0.0,30.0,0.0,300.0,0.0,0.0,0.0,Violent
23841,5777527,2012.0,9039952,M,31-40,Black,2.0,M5,,Incarceration,Unknown,Night,64.0,0.0,48.0,0.0,300.0,0.0,0.0,,Property
15513,9424496,2014.0,7831208,M,22-30,Black,5.0,M1,Murder I,Incarceration,No,Morning,640.0,0.0,480.0,0.0,300.0,0.0,0.0,0.0,Homicide
12218,2481729,2016.0,3818224,M,22-30,Black,1.0,D3,,Probation,Yes,Night,12.0,9.0,0.0,12.0,300.0,0.0,0.0,0.0,Drug
18041,9242880,2014.0,2802199,M,51-60,Black,2.0,M7,,Incarceration,Unknown,Evening,40.0,0.0,30.0,0.0,300.0,0.0,0.0,0.0,Weapon
23239,4416914,2012.0,6978435,M,22-30,Black,2.0,M6,,Incarceration,Yes,Afternoon,64.0,0.0,48.0,0.0,300.0,0.0,0.0,0.0,Violent
5341,8068821,2019.0,8787756,M,51-60,Black,1.0,,,Probation,No,Afternoon,8.0,6.0,0.0,12.0,300.0,0.0,0.0,0.0,Drug
10496,2731778,2016.0,9832870,M,41-50,Black,4.0,M1,Murder I,Incarceration,Yes,Evening,1040.0,0.0,780.0,0.0,6000.0,0.0,0.0,0.0,Homicide
10351,6522109,2017.0,981213,M,18-21,Black,1.0,M6,,Incarceration,Yes,Morning,56.0,,42.0,0.0,750.0,0.0,0.0,0.0,Sex
4771,1486957,2019.0,3245259,M,31-40,Black,1.0,M8,,,Unknown,Evening,8.0,6.0,0.0,12.0,300.0,0.0,0.0,,Violent
18420,5723364,2013.0,1914274,M,22-30,Black,3.0,M1,Murder I,Incarceration,Yes,Morning,640.0,0.0,480.0,0.0,300.0,0.0,0.0,0.0,Homicide
24672,8608215,2012.0,9088510,M,41-50,White,1.0,M8,,Probation,No,Evening,32.0,24.0,0.0,18.0,300.0,0.0,0.0,0.0,Violent
8201,6838186,2018.0,5383024,M,41-50,Black,2.0,,,Probation,Unknown,Night,13.333333333333334,10.0,0.0,9.0,300.0,0.0,0.0,0.0,Drug
19076,3516178,2013.0,2702136,M,18-21,Black,12.0,,,Incarceration,No,Evening,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Other
878,7613028,2021.0,9636304,M,31-40,Black,1.0,D4,,Probation,,Night,16.0,12.0,0.0,18.0,300.0,0.0,0.0,0.0,Drug
13404,8255068,2015.0,1627163,M,22-30,Other or Unknown,3.0,M6,,Incarceration,Unknown,Afternoon,48.0,0.0,36.0,0.0,300.0,0.0,0.0,0.0,Sex
21891,7319207,2012.0,3337034,M,41-50,Black,1.0,M6,,Incarceration,No,Evening,,0.0,18.0,0.0,300.0,0.0,0.0,0.0,Violent
10803,6850412,2016.0,8706488,M,18-21,Black,2.0,M6,,Incarceration,No,Night,24.0,0.0,18.0,0.0,300.0,0.0,0.0,0.0,Violent
23751,2045534,2012.0,4915679,M,18-21,Black,1.0,M8,,Short Split,Yes,Afternoon,24.0,18.0,1.0,24.0,300.0,0.0,0.0,0.0,Weapon
6870,8460703,2018.0,9102919,M,18-21,Black,4.0,M8,,Incarceration,No,Night,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Other
14794,4088736,2015.0,9878926,M,18-21,Black,1.0,M7,,Incarceration,Yes,Morning,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Weapon
13187,2606717,2015.0,7815929,M,18-21,Black,1.0,M5,,Short Split,No,Morning,80.0,60.0,1.0,24.0,300.0,0.0,0.0,0.0,Other
20568,8472978,2013.0,6501601,M,22-30,Black,1.0,M8,,Incarceration,Yes,Evening,21.333333333333332,,16.0,0.0,300.0,0.0,0.0,0.0,Property
9145,311352,2017.0,8257055,M,41-50,Black,1.0,M8,,Short Split,Yes,Evening,16.0,9.0,3.0,12.0,300.0,0.0,0.0,0.0,Other
1467,8781536,2021.0,1351880,M,18-21,Black,1.0,M6,,Long Split,No,Afternoon,64.0,36.0,12.0,18.0,300.0,0.0,0.0,0.0,Violent
